Data;Número;Histórico;Débito
19/12/2018;955;PAGAMENTO DE DUPLICATA REF. NF Nº  32014 FOR. J.J DISTRIBUIDORA DE ALIM.  LTDA ;1.344,69
09/01/2019;955;PAGAMENTO DE DUPLICATA REF. NF Nº  32303 FOR. J.J DISTRIBUIDORA DE ALIM.  LTDA ;1.525,56
07/02/2019;955;PAGAMENTO DE DUPLICATA REF. NF Nº  32569 FOR. J.J DISTRIBUIDORA DE ALIM.  LTDA ;1.373,71
28/02/2019;955;PAGAMENTO DE DUPLICATA REF. NF Nº  32797 FOR. J.J DISTRIBUIDORA DE ALIM.  LTDA ;1.445,50
08/04/2019;955;PAGAMENTO DE DUPLICATA REF. NF Nº  33187 FOR. J.J DISTRIBUIDORA DE ALIM.  LTDA ;1.475,08
02/05/2019;955;PAGAMENTO DE DUPLICATA REF. NF Nº  33486 FOR. J.J DISTRIBUIDORA DE ALIM.  LTDA ;1.492,20
16/05/2019;955;PAGAMENTO DE DUPLICATA REF. NF Nº  33614 FOR. J.J DISTRIBUIDORA DE ALIM.  LTDA ;810,00
23/05/2019;955;PAGAMENTO DE DUPLICATA REF. NF Nº  33686 FOR. J.J DISTRIBUIDORA DE ALIM.  LTDA ;1.125,92
21/06/2019;955;PAGAMENTO DE DUPLICATA REF. NF Nº  34116 FOR. J.J DISTRIBUIDORA DE ALIM.  LTDA ;1.371,02
18/07/2019;955;PAGAMENTO DE DUPLICATA REF. NF Nº  34431 FOR. J.J DISTRIBUIDORA DE ALIM.  LTDA ;654,40
14/08/2019;955;PAGAMENTO DE DUPLICATA REF. NF Nº  34797 FOR. J.J DISTRIBUIDORA DE ALIM.  LTDA ;640,00
29/08/2019;955;PAGAMENTO DE DUPLICATA REF. NF Nº  34992 FOR. J.J DISTRIBUIDORA DE ALIM.  LTDA ;192,50
26/09/2019;955;PAGAMENTO DE DUPLICATA REF. NF Nº  35379 FOR. J.J DISTRIBUIDORA DE ALIM.  LTDA ;1.500,00
11/10/2019;955;PAGAMENTO DE DUPLICATA REF. NF Nº  35676 FOR. J.J DISTRIBUIDORA DE ALIM.  LTDA ;271,80
03/10/2018;956;PAGAMENTO À VISTA CONF NF Nº 7050  FOR. J B INDUSTRIA DE DOCES LTDA;215,00
09/11/2018;956;PAGAMENTO À VISTA CONF NF Nº 7085  FOR. J B INDUSTRIA DE DOCES LTDA;215,00
06/12/2018;956;PAGAMENTO À VISTA CONF NF Nº 7107  FOR. J B INDUSTRIA DE DOCES LTDA;215,00
12/02/2019;956;PAGAMENTO À VISTA CONF NF Nº  7169  FOR. J B INDUSTRIA DE DOCES LTDA ;215,00
12/04/2019;956;PAGAMENTO À VISTA CONF NF Nº 7237  FOR. J B INDUSTRIA DE DOCES LTDA ;215,00
16/05/2019;956;PAGAMENTO À VISTA CONF NF Nº 7286  FOR. J B INDUSTRIA DE DOCES LTDA ;215,00
29/06/2019;956;PAGAMENTO À VISTA CONF NF Nº 7327  FOR. J B INDUSTRIA DE DOCES LTDA ;215,00
15/08/2019;956;PAGAMENTO À VISTA CONF NF Nº 7377  FOR. J B INDUSTRIA DE DOCES LTDA ;215,00
30/09/2019;956;PAGAMENTO À VISTA CONF NF Nº 7420  FOR. J B INDUSTRIA DE DOCES LTDA ;215,00
26/10/2018;957;PAGAMENTO DE DUPLICATA REF. NF Nº  162452 FOR. INDUSTRIA DE TEMPERO  REGINA LTDA ;2.320,44
26/10/2018;957;PAGAMENTO DE DUPLICATA REF. NF Nº  162450 FOR. INDUSTRIA DE TEMPERO  REGINA LTDA ;490,00
26/10/2018;957;PAGAMENTO DE DUPLICATA REF. NF Nº  162446 FOR. INDUSTRIA DE TEMPERO  REGINA LTDA ;336,30
23/11/2018;957;PAGAMENTO DE DUPLICATA REF. NF Nº  165291 FOR. INDUSTRIA DE TEMPERO  REGINA LTDA ;198,00
23/11/2018;957;PAGAMENTO DE DUPLICATA REF. NF Nº  165295 FOR. INDUSTRIA DE TEMPERO  REGINA LTDA ;838,10
28/12/2018;957;PAGAMENTO DE DUPLICATA REF. NF Nº  168149 FOR. INDUSTRIA DE TEMPERO  REGINA LTDA ;354,00
28/12/2018;957;PAGAMENTO DE DUPLICATA REF. NF Nº  168153 FOR. INDUSTRIA DE TEMPERO  REGINA LTDA ;1.480,90
28/12/2018;957;PAGAMENTO DE DUPLICATA REF. NF Nº  168143 FOR. INDUSTRIA DE TEMPERO  REGINA LTDA ;882,00
28/01/2019;957;PAGAMENTO DE DUPLICATA REF. NF Nº  171188 FOR. INDUSTRIA DE TEMPERO  REGINA LTDA ;580,40
28/01/2019;957;PAGAMENTO DE DUPLICATA REF. NF Nº  171191 FOR. INDUSTRIA DE TEMPERO  REGINA LTDA ;432,00
28/01/2019;957;PAGAMENTO DE DUPLICATA REF. NF Nº  171192 FOR. INDUSTRIA DE TEMPERO  REGINA LTDA ;360,00
06/03/2019;957;PAGAMENTO DE DUPLICATA REF. NF Nº  173885 FOR. INDUSTRIA DE TEMPERO  REGINA LTDA ;478,10
06/03/2019;957;PAGAMENTO DE DUPLICATA REF. NF Nº  173883 FOR. INDUSTRIA DE TEMPERO  REGINA LTDA ;504,00
06/03/2019;957;PAGAMENTO DE DUPLICATA REF. NF Nº  173884 FOR. INDUSTRIA DE TEMPERO  REGINA LTDA ;177,00
06/03/2019;957;PAGAMENTO DE DUPLICATA REF. NF Nº  173882 FOR. INDUSTRIA DE TEMPERO  REGINA LTDA ;338,40
01/04/2019;957;PAGAMENTO DE DUPLICATA REF. NF Nº  176878 FOR. INDUSTRIA DE TEMPERO  REGINA LTDA ;360,00
01/04/2019;957;PAGAMENTO DE DUPLICATA REF. NF Nº  176864 FOR. INDUSTRIA DE TEMPERO  REGINA LTDA ;576,00
01/04/2019;957;PAGAMENTO DE DUPLICATA REF. NF Nº  176883 FOR. INDUSTRIA DE TEMPERO  REGINA LTDA ;1.382,80
24/04/2019;957;DEVOLUÇÃO DE COMPRAS CONF. NF.  4721 FOR. INDUSTRIA DE TEMPERO  REGINA LTDA ;100,00
29/04/2019;957;PAGAMENTO DE DUPLICATA REF. NF Nº  179201 FOR. INDUSTRIA DE TEMPERO  REGINA LTDA ;271,00
29/04/2019;957;PAGAMENTO DE DUPLICATA REF. NF Nº  179196 FOR. INDUSTRIA DE TEMPERO  REGINA LTDA ;472,00
24/05/2019;957;PAGAMENTO DE DUPLICATA REF. NF Nº  181214 FOR. INDUSTRIA DE TEMPERO  REGINA LTDA ;234,00
24/05/2019;957;PAGAMENTO DE DUPLICATA REF. NF Nº  181218 FOR. INDUSTRIA DE TEMPERO  REGINA LTDA ;1.179,00
24/05/2019;957;PAGAMENTO DE DUPLICATA REF. NF Nº  181215 FOR. INDUSTRIA DE TEMPERO  REGINA LTDA ;356,00
14/06/2019;957;PAGAMENTO DE DUPLICATA REF. NF Nº  182989 FOR. INDUSTRIA DE TEMPERO  REGINA LTDA ;855,95
01/07/2019;957;PAGAMENTO DE DUPLICATA REF. NF Nº  184755 FOR. INDUSTRIA DE TEMPERO  REGINA LTDA ;396,00
01/07/2019;957;PAGAMENTO DE DUPLICATA REF. NF Nº  184764 FOR. INDUSTRIA DE TEMPERO  REGINA LTDA ;166,00
26/07/2019;957;PAGAMENTO DE DUPLICATA REF. NF Nº  186748 FOR. INDUSTRIA DE TEMPERO  REGINA LTDA ;576,00
26/07/2019;957;PAGAMENTO DE DUPLICATA REF. NF Nº  186744 FOR. INDUSTRIA DE TEMPERO  REGINA LTDA ;120,00
26/07/2019;957;PAGAMENTO DE DUPLICATA REF. NF Nº  186754 FOR. INDUSTRIA DE TEMPERO  REGINA LTDA ;325,50
26/07/2019;957;PAGAMENTO DE DUPLICATA REF. NF Nº  186753 FOR. INDUSTRIA DE TEMPERO  REGINA LTDA ;198,00
06/08/2019;957;PAGAMENTO DE DUPLICATA REF. NF Nº  187283 FOR. INDUSTRIA DE TEMPERO  REGINA LTDA ;120,00
23/08/2019;957;PAGAMENTO DE DUPLICATA REF. NF Nº  189104 FOR. INDUSTRIA DE TEMPERO  REGINA LTDA ;1.514,00
23/08/2019;957;PAGAMENTO DE DUPLICATA REF. NF Nº  189107 FOR. INDUSTRIA DE TEMPERO  REGINA LTDA ;197,40
30/09/2019;957;PAGAMENTO DE DUPLICATA REF. NF Nº  191821 FOR. INDUSTRIA DE TEMPERO  REGINA LTDA ;1.211,47
30/09/2019;957;PAGAMENTO DE DUPLICATA REF. NF Nº  191827 FOR. INDUSTRIA DE TEMPERO  REGINA LTDA ;189,00
28/10/2019;957;PAGAMENTO DE DUPLICATA REF. NF Nº  194274 FOR. INDUSTRIA DE TEMPERO  REGINA LTDA ;471,51
28/10/2019;957;PAGAMENTO DE DUPLICATA REF. NF Nº  194256 FOR. INDUSTRIA DE TEMPERO  REGINA LTDA ;1.696,20
08/10/2018;958;PAGAMENTO DE DUPLICATA REF. NF Nº  68179 FOR. INDUSTRIA DE SABAO HALEY  LTDA ;1.779,00
15/10/2018;958;PAGAMENTO DE DUPLICATA REF. NF Nº  68341 FOR. INDUSTRIA DE SABAO HALEY  LTDA ;2.050,20
29/10/2018;958;PAGAMENTO DE DUPLICATA REF. NF Nº  68559 FOR. INDUSTRIA DE SABAO HALEY  LTDA ;584,00
06/11/2018;958;PAGAMENTO DE DUPLICATA REF. NF Nº  68848 FOR. INDUSTRIA DE SABAO HALEY  LTDA ;1.373,00
13/11/2018;958;PAGAMENTO DE DUPLICATA REF. NF Nº  69056 FOR. INDUSTRIA DE SABAO HALEY  LTDA ;1.249,20
19/11/2018;958;PAGAMENTO DE DUPLICATA REF. NF Nº  69180 FOR. INDUSTRIA DE SABAO HALEY  LTDA ;1.499,70
26/11/2018;958;PAGAMENTO DE DUPLICATA REF. NF Nº  69263 FOR. INDUSTRIA DE SABAO HALEY  LTDA ;724,00
03/12/2018;958;PAGAMENTO DE DUPLICATA REF. NF Nº  69418 FOR. INDUSTRIA DE SABAO HALEY  LTDA ;489,00
10/12/2018;958;PAGAMENTO DE DUPLICATA REF. NF Nº  69622 FOR. INDUSTRIA DE SABAO HALEY  LTDA ;760,00
17/12/2018;958;PAGAMENTO DE DUPLICATA REF. NF Nº  69704 FOR. INDUSTRIA DE SABAO HALEY  LTDA ;1.574,54
24/12/2018;958;PAGAMENTO DE DUPLICATA REF. NF Nº  69844 FOR. INDUSTRIA DE SABAO HALEY  LTDA ;1.649,50
08/01/2019;958;PAGAMENTO DE DUPLICATA REF. NF Nº  70218 FOR. INDUSTRIA DE SABAO HALEY  LTDA ;1.875,00
21/01/2019;958;PAGAMENTO DE DUPLICATA REF. NF Nº  70471 FOR. INDUSTRIA DE SABAO HALEY  LTDA ;2.126,00
05/02/2019;958;PAGAMENTO DE DUPLICATA REF. NF Nº  70816 FOR. INDUSTRIA DE SABAO HALEY  LTDA ;1.571,00
11/02/2019;958;PAGAMENTO DE DUPLICATA REF. NF Nº  70936 FOR. INDUSTRIA DE SABAO HALEY  LTDA ;2.688,00
25/02/2019;958;PAGAMENTO DE DUPLICATA REF. NF Nº  71107 FOR. INDUSTRIA DE SABAO HALEY  LTDA ;2.582,00
12/03/2019;958;PAGAMENTO DE DUPLICATA REF. NF Nº  71360 FOR. INDUSTRIA DE SABAO HALEY  LTDA ;1.243,00
14/03/2019;958;PAGAMENTO DE DUPLICATA REF. NF Nº  71390 FOR. INDUSTRIA DE SABAO HALEY  LTDA ;529,60
15/03/2019;958;PAGAMENTO À VISTA CONF NF Nº 72146  FOR. INDUSTRIA DE SABAO HALEY LTDA ;1.699,50
25/03/2019;958;PAGAMENTO DE DUPLICATA REF. NF Nº  71603 FOR. INDUSTRIA DE SABAO HALEY  LTDA ;3.277,10
09/04/2019;958;PAGAMENTO DE DUPLICATA REF. NF Nº  71991 FOR. INDUSTRIA DE SABAO HALEY  LTDA ;1.676,50
30/04/2019;958;PAGAMENTO DE DUPLICATA REF. NF Nº  72336 FOR. INDUSTRIA DE SABAO HALEY  LTDA ;1.383,00
13/05/2019;958;PAGAMENTO DE DUPLICATA REF. NF Nº  72493 FOR. INDUSTRIA DE SABAO HALEY  LTDA ;2.848,00
27/05/2019;958;PAGAMENTO DE DUPLICATA REF. NF Nº  72758 FOR. INDUSTRIA DE SABAO HALEY  LTDA ;2.084,60
04/06/2019;958;PAGAMENTO À VISTA CONF NF Nº  73464  FOR. INDUSTRIA DE SABAO HALEY LTDA ;679,00
12/06/2019;958;PAGAMENTO DE DUPLICATA REF. NF Nº  73033 FOR. INDUSTRIA DE SABAO HALEY  LTDA ;1.175,00
18/06/2019;958;PAGAMENTO DE DUPLICATA REF. NF Nº  73157 FOR. INDUSTRIA DE SABAO HALEY  LTDA ;2.830,80
02/07/2019;958;PAGAMENTO DE DUPLICATA REF. NF Nº  73335 FOR. INDUSTRIA DE SABAO HALEY  LTDA ;748,56
01/10/2018;960;PAGAMENTO À VISTA CONF NF Nº 5823  FOR. INDUSTRIA DE ALIMENTOS PEREIRA  LTDA ME;71,26
15/10/2018;960;PAGAMENTO À VISTA CONF NF Nº 5872  FOR. INDUSTRIA DE ALIMENTOS PEREIRA  LTDA ME;192,91
23/10/2018;960;PAGAMENTO À VISTA CONF NF Nº 5895  FOR. INDUSTRIA DE ALIMENTOS PEREIRA  LTDA ME;108,94
29/10/2018;960;PAGAMENTO À VISTA CONF NF Nº 5947  FOR. INDUSTRIA DE ALIMENTOS PEREIRA  LTDA ME;159,31
31/10/2018;960;PAGAMENTO À VISTA CONF NF Nº 5955  FOR. INDUSTRIA DE ALIMENTOS PEREIRA  LTDA ME;189,56
22/10/2018;961;PAGAMENTO DE DUPLICATA REF. NF Nº  453069 FOR. INDUSTRIA ALIMENTICIA  TRES DE MAIO SA ;2.433,60
19/11/2018;961;PAGAMENTO DE DUPLICATA REF. NF Nº  457140 FOR. INDUSTRIA ALIMENTICIA  TRES DE MAIO SA ;2.257,10
17/12/2018;961;PAGAMENTO DE DUPLICATA REF. NF Nº  460836 FOR. INDUSTRIA ALIMENTICIA  TRES DE MAIO SA ;1.690,49
07/01/2019;961;PAGAMENTO DE DUPLICATA REF. NF Nº  463704 FOR. INDUSTRIA ALIMENTICIA  TRES DE MAIO SA ;4.228,71
18/02/2019;961;PAGAMENTO DE DUPLICATA REF. NF Nº  469202 FOR. INDUSTRIA ALIMENTICIA  TRES DE MAIO SA ;2.347,84
25/03/2019;961;PAGAMENTO DE DUPLICATA REF. NF Nº  474305 FOR. INDUSTRIA ALIMENTICIA  TRES DE MAIO SA ;1.552,71
24/04/2019;961;PAGAMENTO DE DUPLICATA REF. NF Nº  478573 FOR. INDUSTRIA ALIMENTICIA  TRES DE MAIO SA ;2.974,12
27/05/2019;961;PAGAMENTO DE DUPLICATA REF. NF Nº  483698 FOR. INDUSTRIA ALIMENTICIA  TRES DE MAIO SA ;1.898,22
27/06/2019;961;PAGAMENTO DE DUPLICATA REF. NF Nº  487841 FOR. INDUSTRIA ALIMENTICIA  TRES DE MAIO SA ;2.610,99
17/07/2019;961;PAGAMENTO DE DUPLICATA REF. NF Nº  490714 FOR. INDUSTRIA ALIMENTICIA  TRES DE MAIO SA ;2.710,32
19/08/2019;961;PAGAMENTO DE DUPLICATA REF. NF Nº  495807 FOR. INDUSTRIA ALIMENTICIA  TRES DE MAIO SA ;2.178,71
23/09/2019;961;PAGAMENTO DE DUPLICATA REF. NF Nº  501016 FOR. INDUSTRIA ALIMENTICIA  TRES DE MAIO SA ;2.833,59
22/10/2019;961;PAGAMENTO DE DUPLICATA REF. NF Nº  504695 FOR. INDUSTRIA ALIMENTICIA  TRES DE MAIO SA ;2.124,45
08/10/2018;963;PAGAMENTO DE DUPLICATA REF. NF Nº  28879 FOR. INCOSPEL - IND. COM. OLEO E  SABAO PEDROSA LTDA. ;866,30
15/10/2018;963;PAGAMENTO DE DUPLICATA REF. NF Nº  28991 FOR. INCOSPEL - IND. COM. OLEO E  SABAO PEDROSA LTDA. ;1.324,00
23/10/2018;963;PAGAMENTO DE DUPLICATA REF. NF Nº  28990 FOR. INCOSPEL - IND. COM. OLEO E  SABAO PEDROSA LTDA. ;1.747,25
12/11/2018;963;PAGAMENTO DE DUPLICATA REF. NF Nº  29135 FOR. INCOSPEL - IND. COM. OLEO E  SABAO PEDROSA LTDA. ;1.362,55
05/12/2018;963;PAGAMENTO DE DUPLICATA REF. NF Nº  29295 FOR. INCOSPEL - IND. COM. OLEO E  SABAO PEDROSA LTDA. ;1.096,95
19/12/2018;963;PAGAMENTO DE DUPLICATA REF. NF Nº  29411 FOR. INCOSPEL - IND. COM. OLEO E  SABAO PEDROSA LTDA. ;1.604,15
14/01/2019;963;PAGAMENTO DE DUPLICATA REF. NF Nº  29670 FOR. INCOSPEL - IND. COM. OLEO E  SABAO PEDROSA LTDA. ;2.070,85
06/02/2019;963;PAGAMENTO DE DUPLICATA REF. NF Nº  29835 FOR. INCOSPEL - IND. COM. OLEO E  SABAO PEDROSA LTDA. ;970,35
20/02/2019;963;PAGAMENTO DE DUPLICATA REF. NF Nº  29906 FOR. INCOSPEL - IND. COM. OLEO E  SABAO PEDROSA LTDA. ;1.356,95
06/03/2019;963;PAGAMENTO DE DUPLICATA REF. NF Nº  30025 FOR. INCOSPEL - IND. COM. OLEO E  SABAO PEDROSA LTDA. ;1.176,60
25/03/2019;963;PAGAMENTO DE DUPLICATA REF. NF Nº  30213 FOR. INCOSPEL - IND. COM. OLEO E  SABAO PEDROSA LTDA. ;1.270,20
16/04/2019;963;PAGAMENTO DE DUPLICATA REF. NF Nº  30477 FOR. INCOSPEL - IND. COM. OLEO E  SABAO PEDROSA LTDA. ;1.162,00
06/05/2019;963;PAGAMENTO DE DUPLICATA REF. NF Nº  30766 FOR. INCOSPEL - IND. COM. OLEO E  SABAO PEDROSA LTDA. ;1.107,85
15/05/2019;963;PAGAMENTO DE DUPLICATA REF. NF Nº  30861 FOR. INCOSPEL - IND. COM. OLEO E  SABAO PEDROSA LTDA. ;931,20
05/06/2019;963;PAGAMENTO DE DUPLICATA REF. NF Nº  31137 FOR. INCOSPEL - IND. COM. OLEO E  SABAO PEDROSA LTDA. ;1.225,10
26/06/2019;963;PAGAMENTO DE DUPLICATA REF. NF Nº  31398 FOR. INCOSPEL - IND. COM. OLEO E  SABAO PEDROSA LTDA. ;1.513,25
15/07/2019;963;PAGAMENTO DE DUPLICATA REF. NF Nº  31600 FOR. INCOSPEL - IND. COM. OLEO E  SABAO PEDROSA LTDA. ;1.503,35
23/07/2019;963;PAGAMENTO DE DUPLICATA REF. NF Nº  31692 FOR. INCOSPEL - IND. COM. OLEO E  SABAO PEDROSA LTDA. ;949,00
19/08/2019;963;PAGAMENTO DE DUPLICATA REF. NF Nº  32041 FOR. INCOSPEL - IND. COM. OLEO E  SABAO PEDROSA LTDA. ;1.704,90
02/09/2019;963;PAGAMENTO DE DUPLICATA REF. NF Nº  32228 FOR. INCOSPEL - IND. COM. OLEO E  SABAO PEDROSA LTDA. ;775,25
23/09/2019;963;PAGAMENTO DE DUPLICATA REF. NF Nº  32491 FOR. INCOSPEL - IND. COM. OLEO E  SABAO PEDROSA LTDA. ;1.608,20
28/10/2019;963;PAGAMENTO DE DUPLICATA REF. NF Nº  32882 FOR. INCOSPEL - IND. COM. OLEO E  SABAO PEDROSA LTDA. ;1.009,30
08/10/2018;965;PAGAMENTO DE DUPLICATA REF. NF Nº  714209 FOR. GUARAVES GUARABIRA AVES  LTDA ;5.180,00
08/10/2018;965;PAGAMENTO DE DUPLICATA REF. NF Nº  714210 FOR. GUARAVES GUARABIRA AVES  LTDA ;321,52
09/10/2018;965;PAGAMENTO DE DUPLICATA REF. NF Nº  714655 FOR. GUARAVES GUARABIRA AVES  LTDA ;2.439,60
18/10/2018;965;PAGAMENTO DE DUPLICATA REF. NF Nº  716799 FOR. GUARAVES GUARABIRA AVES  LTDA ;9.482,00
19/10/2018;965;PAGAMENTO DE DUPLICATA REF. NF Nº  717141 FOR. GUARAVES GUARABIRA AVES  LTDA ;237,50
19/10/2018;965;PAGAMENTO DE DUPLICATA REF. NF Nº  717142 FOR. GUARAVES GUARABIRA AVES  LTDA ;6.566,40
25/10/2018;965;PAGAMENTO DE DUPLICATA REF. NF Nº  718357 FOR. GUARAVES GUARABIRA AVES  LTDA ;308,76
01/11/2018;965;PAGAMENTO DE DUPLICATA REF. NF Nº  720397 FOR. GUARAVES GUARABIRA AVES  LTDA ;3.076,00
01/11/2018;965;PAGAMENTO DE DUPLICATA REF. NF Nº  719962 FOR. GUARAVES GUARABIRA AVES  LTDA ;12.357,52
08/11/2018;965;PAGAMENTO DE DUPLICATA REF. NF Nº  721501 FOR. GUARAVES GUARABIRA AVES  LTDA ;6.950,00
08/11/2018;965;PAGAMENTO DE DUPLICATA REF. NF Nº  721500 FOR. GUARAVES GUARABIRA AVES  LTDA ;1.542,18
20/11/2018;965;PAGAMENTO DE DUPLICATA REF. NF Nº  723963 FOR. GUARAVES GUARABIRA AVES  LTDA ;6.342,72
22/11/2018;965;PAGAMENTO DE DUPLICATA REF. NF Nº  724652 FOR. GUARAVES GUARABIRA AVES  LTDA ;503,38
03/12/2018;965;PAGAMENTO DE DUPLICATA REF. NF Nº  726541 FOR. GUARAVES GUARABIRA AVES  LTDA ;6.740,00
07/12/2018;965;PAGAMENTO DE DUPLICATA REF. NF Nº  728308 FOR. GUARAVES GUARABIRA AVES  LTDA ;10.100,00
07/12/2018;965;PAGAMENTO DE DUPLICATA REF. NF Nº  728307 FOR. GUARAVES GUARABIRA AVES  LTDA ;370,20
07/12/2018;965;PAGAMENTO DE DUPLICATA REF. NF Nº  728147 FOR. GUARAVES GUARABIRA AVES  LTDA ;4.880,96
20/12/2018;965;PAGAMENTO DE DUPLICATA REF. NF Nº  730859 FOR. GUARAVES GUARABIRA AVES  LTDA ;926,40
20/12/2018;965;PAGAMENTO DE DUPLICATA REF. NF Nº  730860 FOR. GUARAVES GUARABIRA AVES  LTDA ;1.132,20
27/12/2018;965;PAGAMENTO DE DUPLICATA REF. NF Nº  732604 FOR. GUARAVES GUARABIRA AVES  LTDA ;1.872,00
02/01/2019;965;PAGAMENTO DE DUPLICATA REF. NF Nº  733610 FOR. GUARAVES GUARABIRA AVES  LTDA ;311,64
03/01/2019;965;PAGAMENTO DE DUPLICATA REF. NF Nº  734301 FOR. GUARAVES GUARABIRA AVES  LTDA ;2.451,00
03/01/2019;965;PAGAMENTO DE DUPLICATA REF. NF Nº  734300 FOR. GUARAVES GUARABIRA AVES  LTDA ;499,50
07/01/2019;965;PAGAMENTO DE DUPLICATA REF. NF Nº  734791 FOR. GUARAVES GUARABIRA AVES  LTDA ;882,00
08/01/2019;965;PAGAMENTO DE DUPLICATA REF. NF Nº  735282 FOR. GUARAVES GUARABIRA AVES  LTDA ;7.848,00
17/01/2019;965;PAGAMENTO DE DUPLICATA REF. NF Nº  738081 FOR. GUARAVES GUARABIRA AVES  LTDA ;1.742,28
17/01/2019;965;PAGAMENTO DE DUPLICATA REF. NF Nº  738080 FOR. GUARAVES GUARABIRA AVES  LTDA ;882,00
17/01/2019;965;PAGAMENTO DE DUPLICATA REF. NF Nº  738079 FOR. GUARAVES GUARABIRA AVES  LTDA ;7.698,00
24/01/2019;965;PAGAMENTO DE DUPLICATA REF. NF Nº  739599 FOR. GUARAVES GUARABIRA AVES  LTDA ;3.599,30
31/01/2019;965;PAGAMENTO DE DUPLICATA REF. NF Nº  741023 FOR. GUARAVES GUARABIRA AVES  LTDA ;10.120,00
07/02/2019;965;PAGAMENTO DE DUPLICATA REF. NF Nº  742837 FOR. GUARAVES GUARABIRA AVES  LTDA ;853,70
13/02/2019;965;PAGAMENTO DE DUPLICATA REF. NF Nº  744123 FOR. GUARAVES GUARABIRA AVES  LTDA ;3.888,00
15/02/2019;965;PAGAMENTO DE DUPLICATA REF. NF Nº  744687 FOR. GUARAVES GUARABIRA AVES  LTDA ;769,20
21/02/2019;965;PAGAMENTO DE DUPLICATA REF. NF Nº  746118 FOR. GUARAVES GUARABIRA AVES  LTDA ;10.120,00
22/02/2019;965;PAGAMENTO DE DUPLICATA REF. NF Nº  746498 FOR. GUARAVES GUARABIRA AVES  LTDA ;1.075,60
06/03/2019;965;PAGAMENTO DE DUPLICATA REF. NF Nº  748000 FOR. GUARAVES GUARABIRA AVES  LTDA ;1.562,36
07/03/2019;965;PAGAMENTO DE DUPLICATA REF. NF Nº  749293 FOR. GUARAVES GUARABIRA AVES  LTDA ;5.080,80
14/03/2019;965;PAGAMENTO DE DUPLICATA REF. NF Nº  750922 FOR. GUARAVES GUARABIRA AVES  LTDA ;831,76
19/03/2019;965;PAGAMENTO DE DUPLICATA REF. NF Nº  751677 FOR. GUARAVES GUARABIRA AVES  LTDA ;5.010,34
21/03/2019;965;PAGAMENTO DE DUPLICATA REF. NF Nº  752467 FOR. GUARAVES GUARABIRA AVES  LTDA ;2.715,00
28/03/2019;965;PAGAMENTO DE DUPLICATA REF. NF Nº  754077 FOR. GUARAVES GUARABIRA AVES  LTDA ;4.651,50
08/04/2019;965;PAGAMENTO DE DUPLICATA REF. NF Nº  755540 FOR. GUARAVES GUARABIRA AVES  LTDA ;2.109,60
18/04/2019;965;PAGAMENTO DE DUPLICATA REF. NF Nº  758407 FOR. GUARAVES GUARABIRA AVES  LTDA ;1.551,60
18/04/2019;965;PAGAMENTO DE DUPLICATA REF. NF Nº  758406 FOR. GUARAVES GUARABIRA AVES  LTDA ;8.190,80
25/04/2019;965;PAGAMENTO DE DUPLICATA REF. NF Nº  760198 FOR. GUARAVES GUARABIRA AVES  LTDA ;4.584,00
25/04/2019;965;PAGAMENTO DE DUPLICATA REF. NF Nº  760199 FOR. GUARAVES GUARABIRA AVES  LTDA ;375,48
02/05/2019;965;PAGAMENTO DE DUPLICATA REF. NF Nº  761804 FOR. GUARAVES GUARABIRA AVES  LTDA ;573,00
07/05/2019;965;PAGAMENTO DE DUPLICATA REF. NF Nº  762720 FOR. GUARAVES GUARABIRA AVES  LTDA ;3.438,00
14/05/2019;965;PAGAMENTO DE DUPLICATA REF. NF Nº  764213 FOR. GUARAVES GUARABIRA AVES  LTDA ;5.230,80
16/05/2019;965;PAGAMENTO DE DUPLICATA REF. NF Nº  764589 FOR. GUARAVES GUARABIRA AVES  LTDA ;729,86
30/05/2019;965;PAGAMENTO DE DUPLICATA REF. NF Nº  767635 FOR. GUARAVES GUARABIRA AVES  LTDA ;8.530,00
07/06/2019;965;PAGAMENTO DE DUPLICATA REF. NF Nº  769506 FOR. GUARAVES GUARABIRA AVES  LTDA ;3.516,00
18/06/2019;965;PAGAMENTO DE DUPLICATA REF. NF Nº  771998 FOR. GUARAVES GUARABIRA AVES  LTDA ;4.045,90
27/06/2019;965;PAGAMENTO DE DUPLICATA REF. NF Nº  774226 FOR. GUARAVES GUARABIRA AVES  LTDA ;2.132,24
04/07/2019;965;PAGAMENTO DE DUPLICATA REF. NF Nº  775936 FOR. GUARAVES GUARABIRA AVES  LTDA ;6.073,68
16/07/2019;965;PAGAMENTO DE DUPLICATA REF. NF Nº  778607 FOR. GUARAVES GUARABIRA AVES  LTDA ;737,60
18/07/2019;965;PAGAMENTO DE DUPLICATA REF. NF Nº  779303 FOR. GUARAVES GUARABIRA AVES  LTDA ;2.896,80
26/07/2019;965;PAGAMENTO DE DUPLICATA REF. NF Nº  781045 FOR. GUARAVES GUARABIRA AVES  LTDA ;690,00
26/07/2019;965;PAGAMENTO DE DUPLICATA REF. NF Nº  781044 FOR. GUARAVES GUARABIRA AVES  LTDA ;2.508,00
01/08/2019;965;PAGAMENTO DE DUPLICATA REF. NF Nº  782769 FOR. GUARAVES GUARABIRA AVES  LTDA ;7.938,18
09/08/2019;965;PAGAMENTO À VISTA CONF NF Nº 791023  FOR. GUARAVES GUARABIRA AVES LTDA ;579,24
